suite	relpath	observed	expected	adjudication	basis
ispras-sv-tests	ieee-1364-2005/test_03_07_01_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_07_03_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_07_04_1.v	fail	must_accept	divergence:explained_svpp_macro_use	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_08_01_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_08_01_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_08_01_3.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_08_01_4.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_08_01_5.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_08_01_6.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_08_01_7.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_03_08_01_8.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_03_01_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_03_02_1.v	fail	must_accept	divergence:unexplained_rejects_valid	ispras-1364 POSITIVE pinned .8c.2 (KNOWN_TEXT_BUGS re-adjudicated, no errata flip): scalared/vectored net declaration - A.2.1.3 net_declaration 'net_type [ vectored | scalared ] [ signed ] range' alternative
ispras-sv-tests	ieee-1364-2005/test_04_04_01_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_05_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_05_00_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_05_00_3.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_08_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_09_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_09_03_1_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_09_03_1_2.v	fail	must_accept	divergence:explained_svpp_conditional	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_09_03_1_3.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_10_01_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_10_03_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_04_10_03_2.v	fail	out_of_scope_with_cause:impl_varying_v2005	deferred:impl_varying_v2005	ispras-1364: TYPE VARYING - implementation-dependent verdict by suite contract
ispras-sv-tests	ieee-1364-2005/test_05_01_03_1.v	fail	must_accept	divergence:unexplained_rejects_valid	ispras-1364 POSITIVE pinned .8c.2 (KNOWN_TEXT_BUGS re-adjudicated, no errata flip): 3.5.1/5.1 spaced + signed based literals - 3.5.1 verbatim: the size, base and value are separate tokens (A.8.7), white space is allowed between size and base, and the unsigned number token 'shall immediately follow the base format, optionally preceded by white space'; the s designator and unary minus on based primaries are ordinary A.8.3/A.8.6 syntax; KNOWN_TEXT_BUGS covers only Example 3 (16'sd?) - none of these texts
ispras-sv-tests	ieee-1364-2005/test_05_01_04_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_05_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_05_2.v	fail	must_accept	divergence:unexplained_rejects_valid	ispras-1364 POSITIVE pinned .8c.2 (KNOWN_TEXT_BUGS re-adjudicated, no errata flip): 3.5.1/5.1 spaced + signed based literals - 3.5.1 verbatim: the size, base and value are separate tokens (A.8.7), white space is allowed between size and base, and the unsigned number token 'shall immediately follow the base format, optionally preceded by white space'; the s designator and unary minus on based primaries are ordinary A.8.3/A.8.6 syntax; KNOWN_TEXT_BUGS covers only Example 3 (16'sd?) - none of these texts
ispras-sv-tests	ieee-1364-2005/test_05_01_06_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_07_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_07_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_08_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_09_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_09_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_09_3.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_12_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_12_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_13_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_14_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_01_14_2.v	fail	out_of_scope_with_cause:impl_varying_v2005	deferred:impl_varying_v2005	ispras-1364: TYPE VARYING - implementation-dependent verdict by suite contract
ispras-sv-tests	ieee-1364-2005/test_05_01_14_3.v	fail	out_of_scope_with_cause:impl_varying_v2005	deferred:impl_varying_v2005	ispras-1364: TYPE VARYING - implementation-dependent verdict by suite contract
ispras-sv-tests	ieee-1364-2005/test_05_01_14_4.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_02_01_1.v	fail	out_of_scope_with_cause:impl_varying_v2005	deferred:impl_varying_v2005	ispras-1364: TYPE VARYING - implementation-dependent verdict by suite contract
ispras-sv-tests	ieee-1364-2005/test_05_02_01_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_02_01_3.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_02_01_4.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_02_02_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_02_02_2.v	fail	must_accept	divergence:explained_svpp_conditional	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_02_03_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_02_03_2_1.v	pass	out_of_scope_with_cause:impl_varying_v2005	deferred:impl_varying_v2005	ispras-1364: TYPE VARYING - implementation-dependent verdict by suite contract
ispras-sv-tests	ieee-1364-2005/test_05_03_00_1.v	fail	must_accept	divergence:unexplained_rejects_valid	ispras-1364 POSITIVE pinned .8c.2 (KNOWN_TEXT_BUGS re-adjudicated, no errata flip): parenthesized mintypmax as a parameter value - A.2.4 param_assignment RHS is constant_mintypmax_expression and A.8.4 constant_primary admits ( constant_mintypmax_expression )
ispras-sv-tests	ieee-1364-2005/test_05_04_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_04_02_1.v	fail	out_of_scope_with_cause:impl_varying_v2005	deferred:impl_varying_v2005	ispras-1364: TYPE VARYING - implementation-dependent verdict by suite contract
ispras-sv-tests	ieee-1364-2005/test_05_04_02_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_04_03_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_05_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_05_01_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_06_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_06_00_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_05_06_00_3.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_06_01_01_1.v	fail	must_accept	divergence:unexplained_rejects_valid	ispras-1364 POSITIVE pinned .8c.2 (KNOWN_TEXT_BUGS re-adjudicated, no errata flip): 1364 strength grammar (the .8b.1 1364->1800 edition law's origin - these placements ARE grammar in 1364-2005): A.2.1.3 net_declaration [ drive_strength ] with a decl assignment, A.6.1 continuous_assign [ drive_strength ], A.3.1 gate [ drive_strength ] with A.2.2.2 ( highz1 , strength0 ) a listed alternative, A.3.2 pullup_strength ( strength1 )
ispras-sv-tests	ieee-1364-2005/test_06_01_02_1.v	fail	must_accept	divergence:unexplained_rejects_valid	ispras-1364 POSITIVE pinned .8c.2 (KNOWN_TEXT_BUGS re-adjudicated, no errata flip): 1364 strength grammar (the .8b.1 1364->1800 edition law's origin - these placements ARE grammar in 1364-2005): A.2.1.3 net_declaration [ drive_strength ] with a decl assignment, A.6.1 continuous_assign [ drive_strength ], A.3.1 gate [ drive_strength ] with A.2.2.2 ( highz1 , strength0 ) a listed alternative, A.3.2 pullup_strength ( strength1 )
ispras-sv-tests	ieee-1364-2005/test_06_01_02_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_06_01_02_3.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_06_01_03_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_06_02_01_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_06_02_01_2.v	fail	out_of_scope_with_cause:impl_varying_v2005	deferred:impl_varying_v2005	ispras-1364: TYPE VARYING - implementation-dependent verdict by suite contract
ispras-sv-tests	ieee-1364-2005/test_06_02_01_3.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_06_02_01_4.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_06_02_01_5.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_01_02_1.v	fail	must_accept	divergence:unexplained_rejects_valid	ispras-1364 POSITIVE pinned .8c.2 (KNOWN_TEXT_BUGS re-adjudicated, no errata flip): 1364 strength grammar (the .8b.1 1364->1800 edition law's origin - these placements ARE grammar in 1364-2005): A.2.1.3 net_declaration [ drive_strength ] with a decl assignment, A.6.1 continuous_assign [ drive_strength ], A.3.1 gate [ drive_strength ] with A.2.2.2 ( highz1 , strength0 ) a listed alternative, A.3.2 pullup_strength ( strength1 )
ispras-sv-tests	ieee-1364-2005/test_07_01_05_1.v	fail	out_of_scope_with_cause:impl_varying_v2005	deferred:impl_varying_v2005	ispras-1364: TYPE VARYING - implementation-dependent verdict by suite contract
ispras-sv-tests	ieee-1364-2005/test_07_01_06_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_01_06_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_01_06_3.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_01_06_4.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_02_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_03_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_04_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_05_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_06_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_07_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_08_00_1.v	fail	must_accept	divergence:unexplained_rejects_valid	ispras-1364 POSITIVE pinned .8c.2 (KNOWN_TEXT_BUGS re-adjudicated, no errata flip): 1364 strength grammar (the .8b.1 1364->1800 edition law's origin - these placements ARE grammar in 1364-2005): A.2.1.3 net_declaration [ drive_strength ] with a decl assignment, A.6.1 continuous_assign [ drive_strength ], A.3.1 gate [ drive_strength ] with A.2.2.2 ( highz1 , strength0 ) a listed alternative, A.3.2 pullup_strength ( strength1 )
ispras-sv-tests	ieee-1364-2005/test_07_14_00_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_14_00_2.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
ispras-sv-tests	ieee-1364-2005/test_07_14_01_1.v	pass	must_accept	match	ispras-1364: '// ! TYPE: POSITIVE' clause-keyed valid example (a failing residue re-adjudicates against the suite's KNOWN_TEXT_BUGS errata in leaf .8c.2 - committed-text-over-intent)
